948	F	62
95	F	51
954	M	31
955	M	56
956	F	41
957	F	41
958	F	41
959	F	56
96	M	31
960	F	7
962	M	31
963	F	31
965	F	62
966	F	62
967	M	24
969	M	31
973	M	31
975	F	41
976	F	41
977	F	31
979	F	7
98	M	41
99	M	7
996	F	31
998	F	51
999	F	31
